text,department
My official document request was closed without issuing the document since yesterday. This is affecting a routine university task that I need to complete. Kindly ask the relevant office to resolve this issue.,Administrative Offices
I have been facing a problem where my bonafide certificate request has not been processed and the deadline is approaching. I request that this matter be processed without further delay.,Administrative Offices
This is getting difficult because the university portal is not loading after I sign in after the latest update. Please troubleshoot this because the usual fixes have not worked.,IT Services
Please look into this issue: the accounts office has not reflected my bank payment even after I reported it earlier. Please resolve the discrepancy in the official record.,Administrative Offices
I want to report that my midterm marks are missing from the portal. Kindly check this issue and update the academic record.,Academic
This is getting difficult because the university WiFi keeps disconnecting in the library even after I reported it earlier which is interrupting classes and assignments; Please check the system and resolve the technical issue.,IT Services
"For the past few days, the campus WiFi connects but there is no internet access for three days now. Please check the system and resolve the technical issue.",IT Services
I noticed that the timetable shows a room and time that do not match the department notice during the last two classes. I would appreciate it if the department could resolve this soon.,Academic
I have been facing a problem where the timetable has overlapping lectures for two compulsory courses for three days now which may delay my graduation process. Please review the matter before the next academic deadline.,Academic
Could you please check this? my midterm marks are missing from the portal since last week and I do not know which information to follow. Please look into this because I have not been able to resolve it myself.,Academic
I have been facing a problem where one of the lab computers keeps restarting by itself during the last two classes and restarting the device did not help; I would appreciate a proper technical fix for this issue.,IT Services
"Could you please check this? the online service becomes unavailable during registration hours during the last two classes. I am not sure who else to contact, so I am submitting this complaint. Can the IT team check the account or service configuration?",IT Services
Could you please check this? the common room furniture is damaged and unusable since yesterday and the situation is getting worse; Please check the hostel record and fix the problem.,Hostel/Provost Office
"Hi, the hostel gate was locked earlier than the official curfew time since yesterday so I need the provost office to check the matter; Kindly have the warden or provost office look into the issue.",Hostel/Provost Office
Please look into this issue: the hostel gate was locked earlier than the official curfew time kindly sort this out.,Hostel/Provost Office
There is an issue with my univeristy record: a submitted document is still marked as missing in the administrative record for three days now and i have already submitted the required proof; Please resolve the discrepancy in the official record.,Administrative Offices
"Could you please check this? the printer in the student lab is showing an error for every print job since last week. The issue is not urgent in an emergency sense, but it needs proper attention. Can the IT team check the acount or service configuration?",IT Services
I want to report that I was assigned a hostel room that is already occupied since yesterday but there has been no proper response. Please arrange a proper solution for the affected residents.,Hostel/Provost Office
Please look into this issue: the elevator stops between floors and feels unsafe which could become a safety issue. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
Please look into this issue: a classroom door lock is jammed and the room cant be secured even after I reported it earlier but no repair has been done yet. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
Please look into this issue: I was marked absent in a class where I signed the attendance sheet. I checked the relevant notice and the information still does not match. Please look into this because I have not been able to resolve it myself.,Academic
My complaint is that power sockets in the classroom are loose and unsafe to use after the latest update i already reported it but no response yet.,Maintenance & Facilities
I want to report that the accounts office asked for the same payment proof multiple times. I checked the relevant notice and the information still does not match. Please verify the record and update it.,Administrative Offices
I noticed that the warden has not responded to repeated requests about a room issue even after I reported it earlier. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"My complaint is that a classroom door lock is jammed and the room cannot be secured for three days now. I am not sure who else to contact, so I am submitting this complaint. Kindly arrange a repair as soon as possible.",Maintenance & Facilities
"For the past few days, a prerequisite is being shown as incomplete although I passed it during the last two classes this is causing alot of trouble.",Academic
"Could you please check this? the study room is being locked during the hours it should be open since the start of this semester. I am not sure who else to contact, so I am submitting this complaint. Kindly have the warden or provost office look into the issue.",Hostel/Provost Office
I have been facing a problem where my university email is not receiving messages from official mailing lists so I need the account or service checked. I would appreciate a proper technical fix for this issue.,IT Services
My complaint is that the corridor floor tiles are broken and causing people to trip since last week and students are avoiding the room. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
Could you please check this? the curfew entry record shows me late even though I entered before closing time and it is causing problems with daily hostel life; Please arrange a proper solution for the affected residents.,Hostel/Provost Office
I want to report that the timetable shows a room and time that do not match the department notice since last week. I checked the relevant notice and the information still does not match. Please review the matter before the next academic deadline.,Academic
I noticed that the accounts office has not reflected my bank payment since last week but the status has not changed. Please resolve the discrepancy in the official record.,Administrative Offices
My complaint is that the printer in the student lab is showing an error for every print job since last week and other students in the same area are facing it too; I would appreciate a proper technical fix for this issue.,IT Services
There is an issue with my university record: the transcript shows the wrong credit hours for one subject this is causing alot of trouble.,Academic
"For the past few days, the online service becomes unavailable during registration hours so I need the account or service checked. Please check the system and resolve the technical issue.",IT Services
The transcript shows the wrong credit hours for one subject even after I reported it earlier which may delay my graduation process. Please verify the record and correct it.,Academic
"I have already tried to get this sorted, but the mess food is often cold by the time students are served for three days now and several residents are affected. I request the provost office to investigate and take action.",Hostel/Provost Office
This is getting difficult because two of my final exams are scheduled at the same time during the last two classes and the deadline is getting very close. Please review the matter before the next academic deadline.,Academic
Please look into this issue: the room allocation list shows the wrong hostel block for me and it is causing problems with daily hostel life. I request the provost office to investigate and take action.,Hostel/Provost Office
I have been facing a problem where I was assigned a hostel room that is already occupied and the issue has been reported before; I request the provost office to investigate and take action.,Hostel/Provost Office
"For the past few days, the grading rubric was not followed for my project evaluation during the last two classes. This is affecting a routine university task that I need to complete. Kindly check this issue and update the academic record.",Academic
Please look into this issue: the room window does not close properly and insects enter at night. Please arrange a proper solution for the affected residents.,Hostel/Provost Office
"For the past few days, I am locked out of my university account even after resetting the password during the last two classes. The issue is not urgent in an emergency sense, but it needs proper attention. Kindly have IT support investigate this.",IT Services
"I have already tried to get this sorted, but required software is missing from several computers in the lab for three days now and it is affecting access to university systems; Please check the system and resolve the technical issue.",IT Services
There is an issue with my university record: the classroom AC is running but not cooling the room. This is affecting a routine university task that I need to complete. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
My complaint is that the LMS is not showing one of my registered courses for three days now so I need the account or service checked; Please troubleshoot this because the usual fixes have not worked.,IT Services
My security deposit refund is still pending after clearance after the latest update but the status has not changed. Please verify the record and update it.,Administrative Offices
"Hi, the network printer accepts jobs but does not print anything after the latest update but the issue still continues. Please troubleshoot this because the usual fixes have not worked.",IT Services
There is no water in the washrooms on our floor pls fix this soon.,Maintenance & Facilities
I need help because the printer in the student lab is showing an error for every print job kindly sort this out.,IT Services
I have been facing a problem where several ceiling fans in the lecture room are not working for three days now this is causing alot of trouble.,Maintenance & Facilities
The elevator stops between floors and feels unsafe since last week. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
"I have already tried to get this sorted, but rainwater is entering the corridor through a damaged window for three days now. Can maintenance please inspect the area and resolve it?",Maintenance & Facilities
"For the past few days, the certificate I collected contains a spelling error in the program title after the latest update. I checked the relevant notice and the information still does not match. Please resolve the discrepancy in the official record.",Administrative Offices
Could you please check this? the student parking gate is damaged and difficult to open during the last two classes which could become a safety issue. Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
There is an issue with my university record: the desks in the room are damaged and unstable and it is especially difficult during afternoon classes. Please have the facilities staff check this issue.,Maintenance & Facilities
There is an issue with my university record: the portal shows an error whenever I try to open my profile and it is affecting access to university systems; Please check the system and resolve the technical issue.,IT Services
This is getting difficult because the grading rubric was not followed for my project evaluation and I have already checked with the course representative. Please review the matter before the next academic deadline.,Academic
Please look into this issue: the parking area is badly congested because the markings are not visible after the latest update and it is disturbing classes. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
I noticed that several ceiling fans in the lecture room are not working so the facility needs attention; Kindly arrange a repair as soon as possible.,Maintenance & Facilities
I noticed that uploaded lecture files on the LMS are not opening and I cannot complete my online work. Please troubleshoot this because the usual fixes have not worked.,IT Services
I need help because the network printer accepts jobs but does not print anything even after I reported it earlier pls fix this soon.,IT Services
Please look into this issue: I was assigned a hostel room that is already occupied since last week and the situation is getting worse. I request the provost office to investigate and take action.,Hostel/Provost Office
I noticed that the online service becomes unavailable during registration hours since last week. Please restore access as soon as possible.,IT Services
I want to report that rainwater is entering the corridor through a damaged window which is causing inconvenience to students and staff. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
Could you please check this? the hostel mess is serving food much later than the announced timing and it is becoming frustrating for residents. I request the provost office to investigate and take action.,Hostel/Provost Office
This is getting difficult because several ceiling fans in the lecture room are not working for three days now. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
"Hi, the exam date was changed without a clear notice during the last two classes can u check this please?",Academic
This is getting difficult because my makeup exam application was approved but no exam schedule has been shared and I do not know which information to follow. Please verify the record and correct it.,Academic
My complaint is that the projector displays a blank screen even though the laptop is connected during the last two classes can u check this please?,IT Services
I noticed that a required course is not appearing in course registration since last week which is creating a problem with course registration. I would appreciate it if the department could resolve this soon.,Academic
I need help because the classroom AC is running but not cooling the room but no repair has been done yet. Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
I was charged a late fee even though I paid before the deadline for three days now. Kindly ask the relevant office to resolve this issue.,Administrative Offices
The LMS is not showing one of my registered courses. I would appreciate a proper technical fix for this issue.,IT Services
"I am having a problem because my financial aid application has not moved beyond initial review please help, its still not fixed.",Administrative Offices
"I have already tried to get this sorted, but a refund approved earlier has still not been transferred since last week. The issue is not urgent in an emergency sense, but it needs proper attention. Can the administrative office review this and provide the correct status?",Administrative Offices
Could you please check this? required software is missing from several computers in the lab for three days now and other students in the same area are facing it too. Please check the system and resolve the technical issue.,IT Services
"I have already tried to get this sorted, but I have not received feedback from my thesis supervisor for several weeks. I am not sure who else to contact, so I am submitting this complaint. Please look into this because I have not been able to resolve it myself.",Academic
I need help because I was assigned a hostel room that is already occupied since yesterday i already reported it but no response yet.,Hostel/Provost Office
I have been facing a problem where my quiz marks were not included in the final course total even after I reported it earlier and I am worried it may affect my GPA. Please verify the record and correct it.,Academic
"My complaint is that the study room is being locked during the hours it should be open since the start of this semester. The issue is not urgent in an emergency sense, but it needs proper attention. Please ask the hostel administration to resolve this.",Hostel/Provost Office
My complaint is that my official document request was closed without issuing the document since the start of this semester which is causing unnecessary delay. Please check the payment or document status and correct it.,Administrative Offices
My complaint is that a refund approved earlier has still not been transferred since yesterday. This is affecting a routine university task that I need to complete. Please verify the record and update it.,Administrative Offices
"I am having a problem because my scholarship amount has not been adjusted in the semester fee after the latest update. I have tried the normal procedure once already, but nothing changed. I request that this matter be processed without further delay.",Administrative Offices
I need help because I was assigned a hostel room that is already occupied even after I reported it earlier and the issue has been reported before. Please ask the hostel administration to resolve this.,Hostel/Provost Office
I want to report that two of my final exams are scheduled at the same time even after I reported it earlier so I need the academic record checked; Can someone please confirm the correct status and fix the error?,Academic
"For the past few days, uploaded lecture files on the LMS are not opening after the latest update. This is affecting a routine university task that I need to complete. Please troubleshoot this because the usual fixes have not worked.",IT Services
I need help because the backup generator did not start during the last power outage which is making the area difficult to use. Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
I want to report that the scholarship status has remained pending for a long time so I need clarification and correction. I request that this matter be processed without further delay.,Administrative Offices
This is getting difficult because there is no water in the washrooms on our floor during the last two classes and temporary fixes have not solved it. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
I need help because two of my final exams are scheduled at the same time even after I reported it earlier but the issue is still unresolved; Please review the matter before the next academic deadline.,Academic
I need help because the campus WiFi connects but there is no internet access even after I reported it earlier and it is affecting access to university systems. Please troubleshoot this because the usual fixes have not worked.,IT Services
"I have already tried to get this sorted, but the main building entrance becomes flooded after rain during the last two classes and the problem has continued for several days. Please send the maintenance team to inspect and repair it.",Maintenance & Facilities
My complaint is that I was charged a late fee even though I paid before the deadline since the start of this semester. I checked the relevant notice and the information still does not match. Please verify the record and update it.,Administrative Offices
My complaint is that uploaded lecture files on the LMS are not opening even after I reported it earlier so this needs technical support. Please troubleshoot this because the usual fixes have not worked.,IT Services
I have been facing a problem where my official document request was closed without issuing the document. I checked the relevant notice and the information still does not match. Please resolve the discrepancy in the official record.,Administrative Offices
I am having a problem because my hostel room allocation is still pending even though the semester has started even after I reported it earlier. This is affecting a routine university task that I need to complete. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
"I have already tried to get this sorted, but the biometric system records entry but does not update attendance which is causing delays in my coursework. Please restore access as soon as possible.",IT Services
Please look into this issue: my registered course disappeared after the add/drop period since the start of this semester but the issue is still unresolved; Please look into this becuase I have not been able to resolve it myself.,Academic
Could you please check this? the mess food is often cold by the time students are served for three days now and the issue has been reported before. I request the provost office to investigate and take action.,Hostel/Provost Office
"Hi, my GPA calculation appears incorrect after the latest result since yesterday so I need the academic record checked. Can someone please confirm the correct status and fix the error?",Academic
Could you please check this? the university WiFi keeps disconnecting in the library after the latest update and the problem happens repeatedly. Please restore access as soon as possible.,IT Services
"I need help because my midterm marks are missing from the portal please help, its still not fixed.",Academic
I need help because my thesis supervisor has not been assigned even though the deadline passed since yesterday. This is affecting a routine university task that I need to complete. Kindly check this issue and update the academic record.,Academic
I noticed that the transcript shows the wrong credit hours for one subject and this is affecting my semester planning. Please look into this because I have not been able to resolve it myself.,Academic
"There is an issue with my university record: my transcript is missing one completed course after the latest update. I have tried the normal procedure once already, but nothing changed. Please look into this because I have not been able to resolve it myself.",Academic
Please look into this issue: garbage is not being removed regularly from the hostel floor during the last two classes and it is causing problems with daily hostel life; Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
The grading rubric was not followed for my project evaluation after the latest update which is creating a problem with course registration. Please verify the record and correct it.,Academic
I am having a problem because a drainage channel near the department building is overflowing kindly sort this out.,Maintenance & Facilities
I need help because the fee installment approval is not reflected in the system after the latest update which may affect my registration. Kindly ask the relevant office to resolve this issue.,Administrative Offices
