text,department
"I am having a problem because the licensed software on the lab PC says the activation has expired for three days now. The issue is not urgent in an emergency sense, but it needs proper attention. Can the IT team check the account or service configuration?",IT Services
"Hi, a refund approved earlier has still not been transferred after the latest update and I have already submitted the required proof. Can the administrative office review this and provide the correct status?",Administrative Offices
This is getting difficult because my makeup exam application was approved but no exam schedule has been shared and I do not know which information to follow. Please verify the record and correct it.,Academic
I have been facing a problem where a refund approved earlier has still not been transferred for three days now i already reported it but no response yet.,Administrative Offices
I need help because the registration system says the course is full even though seats were announced since yesterday can u check this please?,Academic
I noticed that the online service becomes unavailable during registration hours since the start of this semester and it is affecting access to university systems. Can the IT team check the account or service configuration?,IT Services
This is getting difficult because clothes left in the hostle laundry area are being mixed up for three days now and several residents are affected. Please ask the hostel administration to resolve this.,Hostel/Provost Office
I have been facing a problem where the timetable has overlapping lectures for two compulsory courses so I cannot confirm whether my record is correct. Please review the matter before the next academic deadline.,Academic
I have been facing a problem where the university WiFi keeps disconnecting in the library during the last two classes. I would appreciate a proper technical fix for this issue.,IT Services
I want to report that my registered course disappeared after the add/drop period after the latest update. Please review the matter before the next academic deadline.,Academic
"My complaint is that two of my final exams are scheduled at the same time. I have tried the normal procedure once already, but nothing changed. Please look into this because I have not been able to resolve it myself.",Academic
I am having a problem because power sockets in the classroom are loose and unsafe to use and temporary fixes have not solved it. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
Could you please check this? my university email is not receiving messages from official mailing lists during the last two classes and the problem happens repeatedly. Can the IT team check the account or service configuration?,IT Services
I am having a problem because the hot water supply stops before the announced timing even after I reported it earlier which is making it difficult to follow the hostel routine. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
There is an issue with my university record: the admission office has not updated my verification status. Kindly ask the relevant office to resolve this issue.,Administrative Offices
Could you please check this? the toilet flush in the student washroom is broken for three days now. Can maintenance please inspect the area and resolve it?,Maintenance & Facilities
Could you please check this? the accounts office has not reflected my bank payment for three days now and i am unable to complete the next step; Please check the payment or document status and corect it.,Administrative Offices
My complaint is that the hostel entrance security check is not being done consistently since last week. This is affecting a routine university task that I need to complete. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
The main building entrance becomes flooded after rain which is making the area difficult to use. Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
"For the past few days, the licensed software on the lab PC says the activation has expired since yesterday but the issue still continues. Please troubleshoot this because the usual fixes have not worked.",IT Services
My complaint is that my registered course disappeared after the add/drop period even after I reported it earlier and I am worried it may affect my GPA. Kindly check this issue and update the academic record.,Academic
"Hi, the mess menu is repeatedly changed without notice. I request the provost office to investigate and take action.",Hostel/Provost Office
"This is getting difficult because a submitted document is still marked as missing in the administrative record for three days now. I have tried the normal procedure once already, but nothing changed. Can the administrative office review this and provide the correct status?",Administrative Offices
My complaint is that the network printer accepts jobs but does not print anything since the start of this semester i already reported it but no response yet.,IT Services
Could you please check this? the mess food is often cold by the time students are served. I checked the relevant notice and the information still does not match. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"For the past few days, I was assigned a hostel room that is already occupied for three days now and the situation is getting worse. Please check the hostel record and fix the problem.",Hostel/Provost Office
I am having a problem because the curfew entry record shows me late even though I entered before closing time during the last two classes kindly sort this out.,Hostel/Provost Office
The hostle entrance security check is not being done consistently since the start of this semester. This is affecting a routine university task that i need to complete. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"This is getting difficult because the admission office entered the wrong academic program in my record for three days now please help, its still not fixed.",Administrative Offices
Please look into this issue: the fee challan cannot be generated for the current semester since yesterday. I checked the relevant notice and the information still does not match. I request that this matter be processed without further delay.,Administrative Offices
The exam date was changed without a clear notice since the start of this semester pls fix this soon.,Academic
I am having a problem because my course section was changed without my request during the last two classes which may delay my graduation process. Please verify the record and correct it.,Academic
"Hi, uploaded lecture files on the LMS are not opening after the latest update so I need the account or service checked; Please troubleshoot this because the usual fixes have not worked.",IT Services
Please look into this issue: my university email is not receiving messages from official mailing lists. Please check the system and resolve the technical issue.,IT Services
"I am having a problem because two of my final exams are scheduled at the same time since the start of this semester. I am not sure who else to contact, so I am submitting this complaint. Kindly check this issue and update the academic record.",Academic
i noticed that the washroom drainage is blocked and water is collecting on the floor even after I reported it earlier which is causing inconvenience to students and staff. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"Hi, I was marked absent in a class where I signed the attendance sheet and the deadline is getting very close. Can someone please confirm the correct status and fix the error?",Academic
The transcript shows the wrong credit hours for one subject since last week which is creating a problem with course registration. Kindly check this issue and update the academic record.,Academic
Please look into this issue: unknown visitors have been entering the hostel without proper checking since the start of this semester so I need the provost office to check the matter. Please ask the hostel administration to resolve this.,Hostel/Provost Office
My complaint is that the room window does not close properly and insects enter at night since yesterday. Please check the hostel record and fix the problem.,Hostel/Provost Office
Please look into this issue: two-factor authentication codes for the portal arrive too late to use since last week. Please check the system and resolve the technical issue.,IT Services
I am having a problem because my admission application shows incomplete documents although everything was submitted after the latest update and the deadline is approaching. Please check the payment or document status and correct it.,Administrative Offices
I am having a problem because the classroom AC is running but not cooling the room and students are avoiding the room. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"Hi, rainwater is entering the corridor through a damaged window since the start of this semester but no repair has been done yet. Please have the facilities staff check this issue.",Maintenance & Facilities
"Hi, a classroom door lock is jammed and the room cannot be secured since yesterday which is causing inconvenience to students and staff. Please arrange proper repair rather than another temporary fix.",Maintenance & Facilities
The timetable shows a room and time that do not match the department notice during the last two classes and the deadline is getting very close. Kindly check this issue and update the academic record.,Academic
"Hi, clothes left in the hostel laundry area are being mixed up after the latest update. The issue is not urgent in an emergency sense, but it needs proper attention. Please ask the hostel administration to resolve this.",Hostel/Provost Office
"My thesis supervisor has not been assigned even though the deadline passed after the latest update. I am not sure who else to contact, so I am submitting this complaint. Can someone please confirm the correct status and fix the error?",Academic
"Could you please check this? my hostel room allocation is still pending even though the semester has started even after I reported it earlier. I have tried the normal procedure once already, but nothing changed. Please check the hostel record and fix the problem.",Hostel/Provost Office
I am having a problem because the drinking water cooler is not working during the last two classes i already reported it but no response yet.,Maintenance & Facilities
I am having a problem because the admission office has not updated my verification status for three days now. Please resolve the discrepancy in the official record.,Administrative Offices
"For the past few days, the hostel corridor has not been cleaned properly for days since last week and it is becoming frustrating for residents; Please arrange a proper solution for the affected residents.",Hostel/Provost Office
"The classroom AC is running but not cooling the room for three days now. I have tried the normal procedure once already, but nothing changed. Please send the maintenance team to inspect and repair it.",Maintenance & Facilities
This is getting difficult because the projector displays a blank screen even though the laptop is connected since yesterday and I cannot complete my online work. I would appreciate a proper technical fix for this issue.,IT Services
"Hi, the parking area is badly congested because the markings are not visible for three days now. This is affecting a routine university task that I need to complete. Please arrange proper repair rather than another temporary fix.",Maintenance & Facilities
Please look into this issue: my security deposit refund is still pending after clearance even after I reported it earlier which is causing unnecessary delay. Can the administrative office review this and provide the correct status?,Administrative Offices
The desks in the room are damaged and unstable after the latest update. Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
"For the past few days, I have not received feedback from my thesis supervisor for several weeks even after I reported it earlier. Please verify the record and correct it.",Academic
"I have already tried to get this sorted, but the laundry machines have been out of order for several days. I have tried the normal procedure once already, but nothing changed. Please check the hostel record and fix the problem.",Hostel/Provost Office
"Hi, the warden has not responded to repeated requests about a room issue since yesterday and the situation is getting worse; Kindly have the warden or provost office look into the issue.",Hostel/Provost Office
Please look into this issue: the campus WiFi connects but there is no internet access even after I reported it earlier and the problem happens repeatedly. Kindly have IT support investigate this.,IT Services
I want to report that the fee challan generated by the portal has the wrong amount since yesterday. Can the administrative office review this and provide the correct status?,Administrative Offices
Could you please check this? my quiz marks were not included in the final course total and the deadline is getting very close; Please look into this because I have not been able to resolve it myself.,Academic
"I have already tried to get this sorted, but the hostel mess is serving food much later than the announced timing since yesterday. Please check the hostel record and fix the problem.",Hostel/Provost Office
My complaint is that garbage is not being removed regularly from the hostel floor for three days now and the issue has been reported before; Can this be addressed by the hostel management soon?,Hostel/Provost Office
There is an issue with my university record: I was charged a late fee even though I paid before the deadline since yesterday can u check this please?,Administrative Offices
I am having a problem because there is no hot water in the hostel bathrooms in the morning so I need the provost office to check the matter; I request the provost office to investigate and take action.,Hostel/Provost Office
I want to report that the grading rubric was not followed for my project evaluation since last week. This is affecting a routine university task that I need to complete. Kindly check this issue and update the academic record.,Academic
I noticed that the network printer accepts jobs but does not print anything even after I reported it earlier and other students in the same area are facing it too; Please restore access as soon as possible.,IT Services
I have been facing a problem where the fee challan cannot be generated for the current semester for three days now so I need clarification and correction. Kindly ask the relevant office to resolve this issue.,Administrative Offices
"I want to report that the study room is being locked during the hours it should be open. The issue is not urgent in an emergency sense, but it needs proper attention. Please arrange a proper solution for the affected residents.",Hostel/Provost Office
Could you please check this? a classroom door lock is jammed and the room cannot be secured even after I reported it earlier. Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
Please look into this issue: the classroom AC is running but not cooling the room after the latest update kindly sort this out.,Maintenance & Facilities
This is getting difficult because the laundry machines have been out of order for several days since the start of this semester and several residents are affected. Can this be addressed by the hostel management soon?,Hostel/Provost Office
"My complaint is that my attendance percentage is lower than the classes I actually attended please help, its still not fixed.",Academic
I noticed that the hostel entrance security check is not being done consistently. I checked the relevant notice and the information still does not match. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"For the past few days, the printer in the student lab is showing an error for every print job after the latest update can u check this please?",IT Services
There is an issue with my university record: the hostel water dispenser is frequently empty after the latest update but there has been no proper response. Can this be addressed by the hostel management soon?,Hostel/Provost Office
This is getting difficult because the registrar office has not issued a requested official document since yesterday can u check this please?,Administrative Offices
I noticed that my semester fee payment is complete but the account still shows an unpaid balance since last week. I checked the relevant notice and the information still does not match. Can the administrative office review this and provide the correct status?,Administrative Offices
My roommate was changed without any prior notice since yesterday so I need the provost office to check the matter; I request the provost office to investigate and take action.,Hostel/Provost Office
Please look into this issue: the projector displays a blank screen even though the laptop is connected since the start of this semester can u check this please?,IT Services
There is an issue with my university record: outgoing messages from my university email are being rejected which is causing delays in my coursework. Please check the system and resolve the technical issue.,IT Services
I am having a problem because the hostel water dispenser is frequently empty for three days now which is making it difficult to follow the hostel routine; Please ask the hostel administration to resolve this.,Hostel/Provost Office
"I have already tried to get this sorted, but the accounts office asked for the same payment proof multiple times during the last two classes. Kindly ask the relevant office to resolve this issue.",Administrative Offices
I noticed that the lights in our classroom keep flickering during lectures for three days now so the facility needs attention; Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
Could you please check this? two of my final exams are scheduled at the same time for three days now and I have already checked with the course representative; Can someone please confirm the correct status and fix the error?,Academic
Please look into this issue: the department server is unreachable from campus computers but the issue still continues. Please check the system and resolve the technical issue.,IT Services
I need help because rainwater is entering the corridor through a damaged window which is causing inconvenience to students and staff; Please arrange proper repair rather than another temporary fix.,Maintenance & Facilities
"I have already tried to get this sorted, but my scholarship amount has not been adjusted in the semester fee since last week and the deadline is approaching; Kindly ask the relevant office to resolve this issue.",Administrative Offices
My complaint is that the classroom AC is running but not cooling the room and students are avoiding the room. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
"I have already tried to get this sorted, but the elevator in the main block is out of service again since yesterday can u check this please?",Maintenance & Facilities
"I have already tried to get this sorted, but the warden has not responded to repeated requests about a room issue during the last two classes kindly sort this out.",Hostel/Provost Office
There is an issue with my university record: my midterm marks are missing from the portal since last week. I checked the relevant notice and the information still does not match. Kindly check this issue and update the academic record.,Academic
"Hi, my student ID card has the wrong program printed on it. Please resolve the discrepancy in the official record.",Administrative Offices
This is getting difficult because the campus WiFi connects but there is no internet access since yesterday which is causing delays in my coursework. Please troubleshoot this because the usual fixes have not worked.,IT Services
I have been facing a problem where there is no water in the washrooms on our floor since the start of this semester i already reported it but no response yet.,Maintenance & Facilities
"I need help because the printer in the student lab is showing an error for every print job even after I reported it earlier. I am not sure who else to contact, so I am submitting this complaint. Please check the system and resolve the technical issue.",IT Services
This is getting difficult because garbage isnt being removed regularly from the hostel floor for three days now. This is affecting a routine university task that I need to complete. Please arrange a proper solution for the affected residents.,Hostel/Provost Office
I need help because two-factor authentication codes for the portal arrive too late to use during the last two classes so I need the account or service checked. Kindly have IT support investigate this.,IT Services
I want to report that there is no water in the washrooms on our floor since yesterday pls fix this soon.,Maintenance & Facilities
"Hi, my midterm marks are missing from the portal during the last two classes please help, its still not fixed.",Academic
There is an issue with my university record: required software is missing from several computers in the lab after the latest update and restarting the device did not help. Kindly have IT support investigate this.,IT Services
i want to report that the admission office entered the wrong academic program in my record even after I reported it earlier. I checked the relevant notice and the information still does not match. Please check the payment or document status and correct it.,Administrative Offices
"This is getting difficult because the accounts office says my refund is processed but i have not received it since the start of this semester. I am not sure who else to contact, so I am submitting this complaint. Please check the payment or document status and correct it.",Administrative Offices
Could you please check this? the hostel mess is serving food much later than the announced timing and the situation is getting worse. Please ask the hostel administration to resolve this.,Hostel/Provost Office
I noticed that my thesis supervisor has not been assigned even though the deadline passed even after I reported it earlier. Please review the matter before the next academic deadline.,Academic
There is an issue with my university record: required software is missing from several computers in the lab for three days now and the problem happens repeatedly. Can the IT team check the account or service configuration?,IT Services
I am having a problem because unknown visitors have been entering the hostel without proper checking during the last two classes and it is becoming frustrating for residents. I request the provost office to investigate and take action.,Hostel/Provost Office
I want to report that the accounts office asked for the same payment proof multiple times since last week. I request that this matter be processed without further delay.,Administrative Offices
Please look into this issue: the room allocation list shows the wrong hostel block for me and it is causing problems with daily hostel life. I request the provost office to investigate and take action.,Hostel/Provost Office
"I have already tried to get this sorted, but the study room is being locked during the hours it should be open during the last two classes. I am not sure who else to contact, so I am submitting this complaint. Can this be addressed by the hostel management soon?",Hostel/Provost Office
Please look into this issue: my university account password reset link is not working during the last two classes. Please check the system and resolve the technical issue.,IT Services
I need help because my thesis supervisor has not been assigned even though the deadline passed after the latest update so I need the academic record checked. Kindly check this issue and update the academic record.,Academic
I am having a problem because the hostel room has a broken cupboard and damaged bed frame since yesterday so the hostel staff need to resolve it. Please ask the hostel administration to resolve this.,Hostel/Provost Office
"I have been facing a problem where unknown visitors have been entering the hostel without proper checking for three days now. I am not sure who else to contact, so I am submitting this complaint. Please ask the hostel administration to resolve this.",Hostel/Provost Office
My security deposit refund is still pending after clearance since yesterday. i checked the relevant notice and the information still does not match. Please resolve the discrepancy in the official record.,Administrative Offices
"This is getting difficult because the hostel entrance security check is not being done consistently please help, its still not fixed.",Hostel/Provost Office
"I need help because required software is missing from several computers in the lab please help, its still not fixed.",IT Services
"There is an issue with my univeristy record: several classroom chairs have broken writing arms even after I reported it earlier. I have tried the normal procedure once already, but nothing changed. This needs to be fixed before it becomes a bigger problem.",Maintenance & Facilities
I have been facing a problem where the registrar office has not issued a requested official document even after I reported it earlier. I request that this matter be processed without further delay.,Administrative Offices
"For the past few days, the accounts office says my refund is processed but I have not received it for three days now. Can the administrative office review this and provide the correct status?",Administrative Offices
My complaint is that my attendance percentage is lower than the classes i actually attended since yesterday. I would appreciate it if the department could resolve this soon.,Academic
This is getting difficult because the timetable has overlapping lectures for two compulsory courses so I cannot confirm whether my record is correct; I would appreciate it if the department could resolve this soon.,Academic
The scholarship status has remained pending for a long time for three days now and this is blocking another university process; Can the administrative office review this and provide the correct status?,Administrative Offices
"For the past few days, my security deposit refund is still pending after clearance since last week and I am unable to complete the next step. Please check the payment or document status and correct it.",Administrative Offices
"For the past few days, network access in the engineering block drops repeatedly for three days now. I have tried the normal procedure once already, but nothing changed. Kindly have IT support investigate this.",IT Services
I noticed that the admission office entered the wrong academic program in my record since last week. I request that this matter be processed without further delay.,Administrative Offices
"I have been facing a problem where my submitted assignment is still showing as not submitted since yesterday. I am not sure who else to contact, so I am submitting this complaint. Please look into this because I have not been able to resolve it myself.",Academic
"I have already tried to get this sorted, but the corridor floor tiles are broken and causing people to trip. This needs to be fixed before it becomes a bigger problem.",Maintenance & Facilities
"I want to report that the biometric system records entry but does not update attendance since yesterday. I have tried the normal procedure once already, but nothing changed. Kindly have IT support investigate this.",IT Services
There is an issue with my university record: the registration system says the course is full even though seats were announced since yesterday which may delay my graduation process; I would appreciate it if the department could resolve this soon.,Academic
Please look into this issue: the main building entrance becomes flooded after rain during the last two classes which could become a safety issue. Can maintenance please inspect the area and resolve it?,Maintenance & Facilities
I need help because rainwater is entering the corridor through a damaged window even after I reported it earlier and temporary fixes have not solved it. Kindly arrange a repair as soon as possible.,Maintenance & Facilities
"I have already tried to get this sorted, but the hostel mess is serving food much later than the announced timing since yesterday which is making it difficult to follow the hostel routine. Kindly have the warden or provost office look into the issue.",Hostel/Provost Office
I have been facing a problem where one of the lab computers keeps restarting by itself since last week and other students in the same area are facing it too; Please check the system and resolve the technical issue.,IT Services
"I need help because the ceiling has damp patches and pieces of plaster are falling. I am not sure who else to contact, so I am submitting this complaint. Kindly arrange a repair as soon as possible.",Maintenance & Facilities
There is an issue with my university record: the corridor floor tiles are broken and causing people to trip during the last two classes pls fix this soon.,Maintenance & Facilities
There is an issue with my university record: the accounts office says my refund is processed but I have not received it can u check this please?,Administrative Offices
"I have already tried to get this sorted, but the fee challan generated by the portal has the wrong amount for three days now so I need the administrative record corrected. Please resolve the discrepancy in the official record.",Administrative Offices
I was assigned a hostel room that is already occupied during the last two classes but there has been no proper response. Please check the hostel record and fix the problem.,Hostel/Provost Office
"This is getting difficult because the elevator in the main block is out of service again after the latest update. The issue is not urgent in an emergency sense, but it needs proper attention. Please have the facilities staff check this issue.",Maintenance & Facilities
There is an issue with my university record: a prerequisite is being shown as incomplete although I passed it. This is affecting a routine university task that I need to complete. Please review the matter before the next academic deadline.,Academic
"I have already tried to get this sorted, but the hostel gate was locked earlier than the official curfew time since last week. I am not sure who else to contact, so I am submitting this complaint. Please arrange a proper solution for the affected residents.",Hostel/Provost Office
I need help because the toilet flush in the student washroom is broken since last week. Please send the maintenance team to inspect and repair it.,Maintenance & Facilities
"For the past few days, the certificate I collected contains a spelling error in the program title since the start of this semester. Please verify the record and update it.",Administrative Offices
This is getting difficult because my thesis supervisor has not been assigned even though the deadline passed since last week. Kindly check this issue and update the academic record.,Academic
i am having a problem because the timetable shows a room and time that do not match the department notice for three days now but the issue is still unresolved. Can someone please confirm the correct status and fix the error?,Academic
Please look into this issue: the backup generator did not start during the last power outage this is causing alot of trouble.,Maintenance & Facilities
Could you please check this? the university WiFi keeps disconnecting in the library after the latest update and the problem happens repeatedly. Please restore access as soon as possible.,IT Services
"Hi, the drinking water cooler is not working i already reported it but no response yet.",Maintenance & Facilities
I have been facing a problem where garbage is not being removed regularly from the hostel floor for three days now and the situation is getting worse. Pls ask the hostel administration to resolve this.,Hostel/Provost Office
"This is getting difficult because the curfew entry record shows me late even though I entered before closing time. The issue is not urgent in an emergency sense, but it needs proper attention. Can this be addressed by the hostel management soon?",Hostel/Provost Office
I noticed that the hostel water dispenser is frequently empty which is affecting sleep and study. Kindly have the warden or provost office look into the issue.,Hostel/Provost Office
"I have already tried to get this sorted, but power sockets in the classroom are loose and unsafe to use even after I reported it earlier. This is affecting a routine university task that I need to complete. Please send the maintenance team to inspect and repair it.",Maintenance & Facilities
I need help because I have not received feedback from my thesis supervisor for several weeks since last week but the issue is still unresolved. Kindly check this issue and update the academic record.,Academic
I want to report that the desks in the room are damaged and unstable during the last two classes. This needs to be fixed before it becomes a bigger problem.,Maintenance & Facilities
"I have already tried to get this sorted, but I was marked absent in a class where I signed the attendance sheet since the start of this semester and I have already checked with the course representative. I would appreciate it if the department could resolve this soon.",Academic
