text,department
my portal login keeps disconnecting during use. The issue occurs both in the lab and on my own device. Kindly ask IT support to resolve this problem.,IT Services
"I want to bring this issue to your attention: my hostel room allocation has been pending with the hostel office. I informed the hostel staff earlier, but the issue continues. Please take action and update me about the complaint.",Hostel/Provost Office
I want to bring this issue to your attention: the hosel WiFi complaint record has not been resolved after repeated reporting. Kindly inspect the issue and arrange the required solution.,Hostel/Provost Office
"This is getting difficult, the room cleanliness needs attention from the provost office.",Hostel/Provost Office
the bonafide certificate was supposed to be completed earlier but remains unresolved. Please process the request and correct the record.,Administrative Offices
"the room furniture has been pending with the hostel office. I would like the matter to be handled according to hostel rules. Because the issue is still unresolved, it is now affecting my normal university work. Kindly have the warden or relevant staff check this issue.",Hostel/Provost Office
"Can u check this, i am writing regarding the biometric attandance machine is preventing me from accessing course material. I have already checked this more than once. Please investigate the error and update the service.",IT Services
the migration certificate is not appearing in the official recoard.,Administrative Offices
"Hi, i am facing an issue because the campus network is not detecting the connected device. Other university websites are opening normally. Please restore access as soon as possible.",IT Services
"Can someone check why the hostel security desk is still unresolved after several days. The warden was informed, but I have not received any update. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly inspect the issue and arrange the required solution.",Hostel/Provost Office
I would like to complain that the hostel room lock requires inspection by hostel staff. I have already checked this more than once. Please ask the hostel administration to resolve it.,Hostel/Provost Office
my scholarship application was supposed to be completed earlier but remains unresolved. The required documents and receipt were submitted. The concerned office is requested to check and complete this matter.,Administrative Offices
"the email verification link is extremely slow during class hours. This is affecting my ability to complete university work. Because the issue is still unresolved, it is now affecting my normal university work. Please restore access as soon as possible.",IT Services
I want to report that the water cooler has exposed wiring that should be inspected. The condition is affecting normal use of the area. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the problem and restore the facility.,Maintenance & Facilities
I am having trouble because the hostel security refund has been pending without any clear update. The required documents and receipt were submitted. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve the issue without further unnecessary delay.,Administrative Offices
the electrical sockets is creating an uncomfortable environment in the room.,Maintenance & Facilities
my attandance record was changed without any explanation. Please recheck the entry and let me know once it is fixed.,Academic
Please check why my clearance form needs correction in the administrative record. The delay is creating difficulty with my semester matters. Please ask the concerned administrative office to resolve this.,Administrative Offices
the mess timing is creating repeated arguments among residents. The condition has been causing inconvenience for several days. Kindly have the warden or relevant staff check this issue.,Hostel/Provost Office
"the lecture desk is causing difficulty for students during lectures. The facility is currently difficult to use safely. Because the issue is still unresolved, it is now affecting my normal university work. Please check the problem and restore the facility.",Maintenance & Facilities
the online registration portal is extremely slow during class hours.,IT Services
I am facing an issue because the course section has not been updated even though the instructor confirmed the correction. Kindly review this issue and update the academic record.,Academic
There seems to be an issue with the mess timing has become worse this week. I have already checked this more than once. Kindly have the warden or relevant staff check this issue.,Hostel/Provost Office
the registrar application has not been approved even after verification. I request verification and completion of the pending process.,Administrative Offices
"I am having trouble because the lecture room lights is not available when it is needed. The facility is currently difficult to use safely. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please check the problem and restore the facility.",Maintenance & Facilities
the assignment grade was marked absent although I attended the class. This issue is causing difficulty with my current semester planning. Could the concerned office please confirm the correct status?,Academic
"the washroom plumbing is overflowing during busy hours. The facility is currently difficult to use safely. Because the issue is still unresolved, it is now affecting my normal university work. Please check the problem and restore the facility.",Maintenance & Facilities
I need help because the hostel cleaning schedule is creating hygiene concerns for residents. This is affecting normal hostel routine. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please take action and update me about the complaint.,Hostel/Provost Office
"Sir please check, the university server is preventing me from accessing course material. Please investigate the error and update the service.",IT Services
the student portal has stopped working after the latest update. Kindly check the network or account configuration.,IT Services
the room ceiling fan was reported to the warden but no action has been taken.,Hostel/Provost Office
"I want to report that course registration contains an error that is affecting my semester recrod. The department office asked me to wait, but there has been no update. Please check the matter before it affects my semester further.",Academic
Please check why my attendance record has not been shared with students. The supporting document was submitted at the department office. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the matter before it affects my semester further.,Academic
"Please help, there seems to be an issue with the hostel corridor lights is not available at the stated time. The warden was informed, but I have not received any update. Please handle the matter according to hostel policy.",Hostel/Provost Office
the lab computer does not accept my correct login details.,IT Services
I want to bring this issue to your attention: the prerequisite approval was not accepted even though I met the deadline. I have checked the portal more than once and the same problem remains. Please update the record according to the submitted documents.,Academic
the room cleanliness hasnt been resolved after repeated reporting. Please check the hostel record for my earlier complaint. I request the Provost Office to look into this matter.,Hostel/Provost Office
the laundry area has not been updatd in the hostel record. The concerned hostel staff are requested to take action.,Hostel/Provost Office
the campus network is not responding at all. Please check the account or system and fix the issue.,IT Services
"Please help, i am having trouble because the building staircase has been out of order for several days. I have already checked this more than once. Please have this facility repaired or replaced.",Maintenance & Facilities
the bonafide certificate shows an incorrect amount. Kindly review the documents and process the request.,Administrative Offices
"the hostel water supply is not available at the stated time. I have already submitted a request at the hostel office. Because the issue is still unresolved, it is now affecting my normal university work. Please take action and update me about the complaint.",Hostel/Provost Office
"Can someone check why the water cooler is overflowing during busy hours. A maintenance complaint was already reported, but the problem remains. Please have this facility repaired or replaced.",Maintenance & Facilities
"the computer lab software shows a server error repeatedly. I already changed the password, but the error remains. The IT team is requested to inspect and correct this.",IT Services
"Please help, i am writing regarding the washroom plumbing is not available when it is needed. I have already checked this more than once. Please have this facility repaired or replaced.",Maintenance & Facilities
the network connection fails before the process is completed. I tried from more than one device and the problem is the same. pls check the account or system and fix the issue.,IT Services
"Could you please look into this: my financial aid application has not been forwarded to the concerned office. This matter has remained unresolved for several working days. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly review the documents and process the request.",Administrative Offices
I want to report that the electrical sockets is leaking and making the floor wet. I have already checked this more than once. I request urgent maintenance of this issue.,Maintenance & Facilities
the password reset service is extremely slow during class hours.,IT Services
"Sir please check, the toilet flush is not working properly during class hours. The condition is affecting normal use of the area. Please send the maintenance team to inspect and fix it.",Maintenance & Facilities
the course section has an incorrect total after the latest update. I would appreciate verification from the concerned academic office. Please verify the record and correct it.,Academic
I am facing an issue because my hostel room allocation is not working properly. I would like the matter to be handled according to hostel rules. The concerned hostel staff are requested to take action.,Hostel/Provost Office
Can someone check why the printing system keeps disconnecting during use. I have already checked this more than once. Please restore access as soon as possible.,IT Services
I need help because the official certificate request has been delayed beyond the stated processing time. I have already checked this more than once. Please ask the concerned administrative office to resolve this.,Administrative Offices
"Can u check this, i would like to complain that the classroom windows is not workng properly during class hours. I have already checked this more than once. Please send the maintenance team to inspect and fix it.",Maintenance & Facilities
I need help because the laboratory ventilation is overflowing during busy hours. I have already checked this more than once. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
"Can u check this, please check why the fee refund request is causing difficulty with another university process. I have already visited the concerned office more than once. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please correct the record and confirm the updated status.",Administrative Offices
"Please check why the registered credit hours still shows the old information after correction. The supporting document was submitted at the department office. I have been trying to get this sorted out, but there has not been a clear resolution yet. Kindly review this issue and update the academic record.",Academic
There is a problem with my student card is not appearing in the official record. I have already checked this more than once. Please correct the record and confirm the updated status.,Administrative Offices
the hostel corridor lights is not being handled according to the hostel procedure. I have already submitted a request at the hostel office. Please handle the matter according to hostel policy.,Hostel/Provost Office
There seems to be an issue with the LMS account works for a few minutes and then goes offline. Kindly ask IT support to resolve this problem.,IT Services
my GPA calculation is different from what appears on the departmental notice. Other students in the same class can see the correct information. Kindly review this issue and update the academic record.,Academic
Can someone check why the fee refund request needs correction in the administrative record. The delay is creating difficulty with my semester matters. Kindly check the application and provide an update.,Administrative Offices
I am writing regarding the electrical sockets is not available when it is needed. Please have this facility repaired or replaced.,Maintenance & Facilities
"Please help, i need help because the biometric attendance machine shows a server error repeatedly. The IT team is requested to inspect and correct this.",IT Services
I want to report that the backup generator is causing difficulty for students during lectures. I have already checked this more than once. I request urgent maintenance of this issue.,Maintenance & Facilities
"the registrar application has been delayed beyond the stated processing time. I have kept a copy of the submitted form and payment receipt. Because the issue is still unresolved, it is now affecting my normal university work. Please resolve the issue without further unnecessary delay.",Administrative Offices
I want to report that the admission document was supposed to be completed earlier but remains unresolved. Kindly review the documents and process the request.,Administrative Offices
"the transcript doesnt reflect the form I submitted on time. The supporting document was submitted at the department office. Because the issue is still unresolved, it is now affecting my normal university work. Please check the matter before it affects my semester further.",Academic
"This is getting difficult, the classroom fan is not providing adequate service. Please arrange repair as soon as possible.",Maintenance & Facilities
There is a problem with the final exam result has not been approved despite repeated follow-up. Other students in the same class can see the correct information. Kindly investigate the discrepancy and make the required correction.,Academic
"Hi, the hot wter facility was handled differently from the stated hostel rules. The condition has been causing inconvenience for several days. Please ask the hostel administration to resolve it.",Hostel/Provost Office
I would like to complain that the semester timetable is still missing from the student record. The supporting document was submitted at the department office. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please update the record according to the submitted documents.,Academic
"This is getting difficult, the fee refund request was supposed to be completed earlier but remains unresolved. Please check the application and provide an update.",Administrative Offices
Im facing an issue because the hostel corridor lights was handled differently from the stated hostel rules. Please check the hostel record for my earlier complaint. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve this hostel-related problem soon.,Hostel/Provost Office
There is a problem with the admission fee record has been pending without any clear update. I have already checked this more than once. Kindly review the documents and process the request.,Administrative Offices
"Can someone check why the official certificate request needs correction in the administrative record. The counter staff asked me to check again later, but there is still no progress. Please process the request and correct the record.",Administrative Offices
"Please help, the biometric attandance machine has been unavailable since this morning. The issue occurs both in the lab and on my own device. Because the issue is still unresolved, it is now affecting my normal university work. Please ask IT support to resolve this problem.",IT Services
my clearance form has no status update despite repeated visits. Kindly review the documents and process the request.,Administrative Offices
I want to bring this issue to your attention: the transcript does not reflect the form I submitted on time. I have already checked this more than once. Please recheck the entry and let me know once it is fixed.,Academic
"I have a problem, the classroom fan is not working properly during class hours. The problem is now affecting more than one class. Please resolve the maintenance problem at the earliest.",Maintenance & Facilities
There seems to be an issue with the classroom projector is extremely slow during class hours. The issue occurs both in the lab and on my own device. The IT team is requested to inspect and correct this.,IT Services
the mess food is affecting basic hostel facilities. The concerned hostel staff are requested to take action.,Hostel/Provost Office
the room furniture is not being handled according to the hostel procedure. Kindly inspect the issue and arrange the required solution.,Hostel/Provost Office
"Please check why my CGPA has not been approved despite repeated follow-up. Because of this error, I am unable to proceed with the next academic step. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. I request the department to resolve this as soon as possible.",Academic
the classroom chairs has broken fittings. It would be better to repair it before the damage increases. Please have this facility repaired or replaced.,Maintenance & Facilities
There seems to be an issue with my degree verification request does not match the payment receipt. I have already checked this more than once. Please correct the record and confirm the updated status.,Administrative Offices
"my portal login keeps disconnecting during use. I tried from more than one device and the problem is the same. becase the issue is still unresolved, it is now affecting my normal university work. Please check the account or system and fix the issue.",IT Services
the hostel washroom is still unresolved after several days. Please check the hostel record for my earlier complaint. Please ask the hostel administration to resolve it.,Hostel/Provost Office
There is a problem with the hostel washroom has not been resolved after repeated reporting. I have already checked this more than once. I request the Provost Office to look into this matter.,Hostel/Provost Office
I want to bring this issue to your attention: the LMS course page is not connected to the campus network. I need access before the current submission deadline. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve the technical problem before the deadline.,IT Services
"my hostel room allocation needs attention from the provost office. I informed the hostel staff earlier, but the issue continues. I request the Provost Office to look into this matter.",Hostel/Provost Office
the student portal does not send the verification message. I reported this earlier to the IT desk but it is still unresolved. Please restore access as soon as possible.,IT Services
my thesis supervision has not been approved despite repeated follow-up.,Academic
There seems to be an issue with my attendance record does not include marks for work that I submitted. I need the corrected record for an upcoming academic requirement. Please verify the record and correct it.,Academic
I am having trouble because my portal login does not accept my correct login details. The problem started recently and has continued since then. Please restore access as soon as possible.,IT Services
Could you please look into this: my attendance record was entered under the wrong course code. The department office asked me to wait but there has been no update. Please check the matter before it affects my semester further.,Academic
the toilet flush is causing difficulty for students during lectures.,Maintenance & Facilities
I am facing an issue because the building staircase is creating an uncomfortable environment in the room. The issue becomes worse during afternoon classes. Please arrange repair as soon as possible.,Maintenance & Facilities
There is a problem with my hostel room allocation is still unresolved after several days. I have already checked this more than once. Please resolve this hostel-related problem soon.,Hostel/Provost Office
I am having trouble because the laboratory ventilation has loose parts that may cause an accident. I have already checked this more than once. Please arrange repair as soon as possible.,Maintenance & Facilities
"Hi, the bonafide certificate does not match the payment receipt. I have kept a copy of the submitted form and payment receipt. Please correct the record and confirm the updated status.",Administrative Offices
the washroom plumbing has not been repaired after an earlier complaint. It would be better to repair it before the damage increases. Please inspect the area and take the necessary action.,Maintenance & Facilities
I would like to complain that the course section has not been updated even though the instructor confirmed the correction. Kindly review this issue and update the academic record.,Academic
"Hi, the parking area has broken fittings. Please send someone to inspect the location. Please arrange repair as soon as possible.",Maintenance & Facilities
I am writing regarding the hostel water supply was handled differently from the stated hostel rules. I have already checked this more than once. Kindly have the warden or relevant staff check this issue.,Hostel/Provost Office
"Sir plz check, i am writing regarding the hostel security refund has been delayed beyond the stated processing time. I have already checked this more than once. Please review the documents and process the request.",Administrative Offices
the printing system has been unavailable since this morning. Kindly ask IT support to resolve this problem.,IT Services
Im facing an issue because the makeup exam request was entered under the wrong course code. I already contacted the relevant teacher but the record is unchanged. Please verify the record and correct it.,Academic
There seems to be an issue with the migration certificate is being delayed because the counter staff keep asking me to return later. Please verify the record with the accounts or registrar office. Kindly check the application and provide an update.,Administrative Offices
the classroom chairs is causing difficulty for students during lectures. Kindly send the maintenance team to inspect and fix it.,Maintenance & Facilities
"the lecture desk is damaged and unsafe to use. A maintenance complaint was already reported, but the problem remains. Because the issue is still unresolved, it is now affecting my normal university work. I request urgent maintenance of this issue.",Maintenance & Facilities
the classroom projector works for a few minutes and then goes offline. This is affecting my ability to complete university work. Kindly check the network or account configuration.,IT Services
I am facing an issue because my scholarship application has not been issued yet. I have already checked this more than once. Please process the request and correct the record.,Administrative Offices
I need help because the network connection works for a few minutes and then goes offline. I reported this earlier to the IT desk but it is still unresolved. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please resolve the technical problem before the deadline.,IT Services
the hostel WiFi complaint record needs attention from the provost office. Several residents on the floor are facing the same problem. pls resolve this hostel-related problem soon.,Hostel/Provost Office
"Please check why the fee correction application contains incorrect student information. The counter staff asked me to check again later, but there is still no progress. Please process the request and correct the record.",Administrative Offices
the printing system does not accept my correct login details.,IT Services
"my GPA calculation was marked absent although I attended the class. Because of this error, I am unable to proceed with the next academic step. I request the department to resolve this as soon as possible.",Academic
the laboratory ventilation is in poor condition and needs replacement. The facility is currently difficult to use safely. Please inspect the area and take the necessary action.,Maintenance & Facilities
"I am facing an issue because the air conditioner needs urgent cleaning and maintenance. A maintenance complaint was already reported but the problem remains. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please have this facility repaired or replaced.",Maintenance & Facilities
"the hosel WiFi complaint record is still unresolved after several days. The problem is especially difficult during evening hours. Because the issue is still unresolved, it is now affecting my normal university work. Please take action and update me about the complaint.",Hostel/Provost Office
I would like to complain that the biometric attendance machine does not send the verification message. I have already checked this more than once. I request technical support for this issue.,IT Services
the department printer does not recognize my account. Please restore access as soon as possible.,IT Services
I would like to complain that my clearance form is stuck between two administrative offices. I have already checked this more than once. pls ask the concerned administrative office to resolve this.,Administrative Offices
"Hi, i want to report that the result card hasnt been approved despite repeated follow-up. I submitted the required application before the deadline. Please recheck the entry and let me know once it is fixed.",Academic
"Can u check this, the hostel security refund has been delayed beyond the stated processing time. The required documents and receipt were submitted. Because the issue is still unresolved, it is now affecting my normal university work. Please process the request and correct the record.",Administrative Offices
Please check why the network connection has stopped working after the latest update. Kindly check the network or account configuration.,IT Services
"This is getting difficult, please check why the classroom projector keeps disconnecting during use. Please check whether there is an account or server-side problem. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the account or system and fix the issue.",IT Services
the prerequisite approval is showing the wrong course information. Could the concerned office please confirm the correct status?,Academic
"I have a problem, i want to bring this issue to your attention: the hostel gate procedure is creating repeated arguments among residents. This is affecting normal hostel routine. Please handle the matter according to hostel policy.",Hostel/Provost Office
I need help because the campus network is rejecting files that meet the stated requirements. I need access before the current submission deadline. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please restore access as soon as possible.,IT Services
the assignment grade does not reflect the form I submitted on time.,Academic
the email verification link shows a server error repeatedly. Kindly ask IT support to resolve this problem.,IT Services
Could you please look into this: the hostel room lock has not been resolved after repeated reporting. Please handle the matter according to hostel policy.,Hostel/Provost Office
I would like to complain that the washroom taps has been out of order for several days. Please send someone to inspect the location. Please arrange repair as soon as possible.,Maintenance & Facilities
"the viva schedule is preventing me from completing registration. Because of this error, I am unable to proceed with the next academic step. Kindly review this issue and update the academic record.",Academic
"the final exam result has an incorrect total after the latest update. I need the corrected record for an upcoming academic requirement. Because the issue is still unresolved, it is now affecting my normal university work. Please recheck the entry and let me know once it is fixed.",Academic
"I have a problem, there is a problem with the biometric attendance machine is showing outdated information. I tried from more than one device and the problem is the same. Please restore access as soon as possible.",IT Services
"This is getting difficult, there is a problem with the migration certificate was submitted before the deadline but still shows pending. Please resolve the issue without further unnecessary delay.",Administrative Offices
I would like to complain that the email verification link shows an error whenever I try to submit work. Please check whether there is an account or server-side problem. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please check the account or system and fix the issue.,IT Services
"Could you please look into this: the registrar application was returned without explaining what is missing. I have already visited the concerned office more than once. I have been trying to get this sorted out, but there hasnt been a clear resolution yet. Please ask the concerned administrative office to resolve this.",Administrative Offices
the computer lab software is not syncing with my student account. I reported this earlier to the IT desk but it is still unresolved. Kindly check the network or account configuration.,IT Services
I would like to complain that the hot water facility is making it difficult to stay in the room. This is affecting normal hostel routine. Please ask the hostel administration to resolve it.,Hostel/Provost Office
There is a problem with the university WiFi is not loading the required page. I tried from more than one device and the problem is the same. Please check the account or system and fix the issue.,IT Services
"This is getting difficult, the LMS account is not connected to the campus network. Please check the network or account configuration.",IT Services
the bonafide certificate does not match the payment receipt. Kindly check the application and provide an update.,Administrative Offices
I want to bring this issue to your attention: the water cooler is not available when it is needed. The concerned staff are requested to repair this promptly.,Maintenance & Facilities
There seems to be an issue with the department printer is not syncing with my student account. Restarting the device did not solve the issue. Please resolve the technical problem before the deadline.,IT Services
the classroom fan has been left unrepaired since last week.,Maintenance & Facilities
"Hi, my thesis supervision has not been approved despite repeated follow-up. This issue is causing difficulty with my current semester planning. Please check the matter before it affects my semester further.",Academic
"Can u check this, can someone check why the password reset service is not loading the required page. The IT team is requested to inspect and correct this.",IT Services
Please check why the classroom chairs is not providing adequate service. I have already checked this more than once. Kindly resolve the maintenance problem at the earliest.,Maintenance & Facilities
I am writing regarding the makeup exam request was marked absent although I attended the class. I request the department to resolve this as soon as possible.,Academic
I want to bring this issue to your attention: the LMS account is showing outdated information. I have already checked this more than once. Please resolve the technical problem before the deadline.,IT Services
the hosel cleaning schedule is creating repeated arguments among residents. I have already submitted a request at the hostel office. Kindly inspect the issue and arrange the required solution.,Hostel/Provost Office
There is a problem with the transcript has not been updated even though the instructor confirmed the correction. I request the department to resolve this as soon as possible.,Academic
There is a problemm with the toilet flush is not available when it is needed. Please have this facility repaired or replaced.,Maintenance & Facilities
"the water cooler is not providing adequate service. Please send someone to inspect the location. Because the issue is still unresolved, it is now affecting my normal university work. Please check the problem and restore the facility.",Maintenance & Facilities
my degree verification request is stuck between two administrative offices. Please correct the record and confirm the updated status.,Administrative Offices
"Sir please check, i need help because the password reset service is not loading the required page. This is affecting my ability to complete university work. Please restore access as soon as possible.",IT Services
my CGPA still shows the old information after correction.,Academic
"I want to report that the official certificate request is being delayed because the counter staff keep asking me to return later. I need the document for another university process. I have been trying to get this sorted out, but there has not been a clear resolution yet. Please resolve the issue without further unnecessary delay.",Administrative Offices
I am facing an issue because the classroom ceiling needs urgent cleaning and maintenance. I have already checked this more than once. I request urgent maintenance of this issue.,Maintenance & Facilities
I am writing regarding the practical marks is still missing from the student record. I have checked the portal more than once and the same problem remains. I would be grateful if the responsible office could review the details instead of asking me to repeat the same process. Please verify the record and correct it.,Academic
I need help because the makeup exam request was marked absent although I attended the class. I have checked the portal more than once and the same problem remains. Could the concerned office please confirm the correct status?,Academic
There is a problem with my hostel room allocation is still unresolved after several days. I have already checked this more than once. pleas resolve this hostel-related problem soon.,Hostel/Provost Office
the viva schedule was not accepted even though I met the deadline. I would appreciate verification from the concerned academic offce. Could the concerned office please confirm the correct status?,Academic
I would like to complain that the hostel gate procedure is still unresolved after several days. I have already submitted a request at the hostel ofice. Kindly inspect the issue and arrange the required solution.,Hostel/Provost Office
